variavel_climatica,lag_dias,pearson,spearman,r2,n_dias_validos,nota_tecnica
temperatura_minima,6,-0.041043114917509574,-0.0529113062370072,0.001684537282131897,3647,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,7,-0.04058581351444322,-0.05954411708560316,0.0016472082586291622,3646,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,8,-0.04023004493781004,-0.05583002383949308,0.001618456515698215,3645,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,9,-0.03786411382202606,-0.04979270269297654,0.0014336911155273452,3644,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,10,-0.04288434525658863,-0.05713303150509863,0.0018390670680862957,3643,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,11,-0.0365035630807654,-0.049163753271710194,0.0013325101175914184,3642,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,12,-0.023953659565308236,-0.03410739380376777,0.0005737778065706828,3641,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,13,-0.020515129853223322,-0.03256241480064912,0.00042087055289461475,3640,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,14,-0.022268449147268176,-0.03819452702458152,0.0004958838274244688,3639,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,15,-0.029007110582384713,-0.04878766157321213,0.0008414124643386951,3638,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,16,-0.0344621047113336,-0.059243760648273705,0.0011876366611349213,3637,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,17,-0.02446969703159357,-0.0509605410972381,0.0005987660728179792,3636,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,18,-0.023815140272206735,-0.04681875937046704,0.000567160906184883,3635,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,19,-0.030595469745453664,-0.046761896493101626,0.0009360827689449705,3634,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,20,-0.03650004515252631,-0.0520592167357166,0.0013322532961364596,3633,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,21,-0.03562881180357116,-0.049472140247468537,0.0012694122305342915,3632,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,22,-0.049009467109279545,-0.0666636226866488,0.0024019278663355535,3631,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,23,-0.04982316582888271,-0.0695252829127057,0.0024823478532123456,3630,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,24,-0.04541694263700219,-0.06815355457966671,0.002062698678492747,3629,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,25,-0.03429437019507715,-0.06659362176966512,0.0011761038270769963,3628,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,26,-0.02419932558385704,-0.04887864096421576,0.0005856073587135179,3627,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,27,-0.032539602001224334,-0.050067441177012374,0.0010588256983980826,3626,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,28,-0.030994009625881877,-0.048353992219833136,0.0009606286326892585,3625,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,29,-0.04032417801338043,-0.05512128628951254,0.0016260393324547939,3624,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
temperatura_minima,30,-0.035163796009891744,-0.055286064406890406,0.0012364925498252785,3623,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,0,0.006933984035011006,0.007616763609147578,4.808013459778751e-05,3652,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,1,0.026456555028451886,0.020336587273891735,0.0006999493039735028,3651,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,2,0.03368482513818865,0.024804564741897406,0.0011346674445903459,3650,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,3,0.03370391338074212,0.026436244317447406,0.0011359537771765678,3649,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,4,0.01831639995207567,0.022703213118023945,0.00033549050720439754,3648,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,5,0.01168143983217187,0.01085742387642989,0.00013645603655265155,3647,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,6,-0.0034320259959902946,-0.0030369891032880716,1.1778802437153174e-05,3646,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,7,0.003234860634516795,0.0014947051919839203,1.0464323324746401e-05,3645,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,8,0.011390955612703417,0.021809970439205906,0.00012975386977057948,3644,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,9,0.015178788284019725,0.013725440781771908,0.00023039561377109446,3643,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,10,0.007549720849576638,0.005316942465725525,5.6998284906532196e-05,3642,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,11,0.03172165045241664,0.015359552512826082,0.001006263107425305,3641,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,12,0.019576150977423854,0.014607896903364717,0.0003832256870908929,3640,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,13,0.01682418817072442,0.011019192288533883,0.0002830533076039435,3639,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,14,0.014922133723681742,0.008655203270730927,0.00022267007486743992,3638,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,15,0.019841908887064667,0.008746704152767805,0.0003937013482825758,3637,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,16,0.026121134362823897,0.0194167466602911,0.0006823136604006993,3636,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,17,0.02918404512857517,0.024764876568426766,0.0008517084900667121,3635,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,18,0.037530807765289054,0.01882688164571782,0.001408561531515081,3634,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,19,0.010131973631947592,0.015244475539777595,0.00010265688967848128,3633,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,20,0.03218040725089352,0.024093408053566603,0.0010355786108333603,3632,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,21,0.04338233338688801,0.01757932519741388,0.0018820268500910982,3631,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,22,0.017192184058085126,0.007398620738035833,0.00029557119268707637,3630,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,23,0.018052297601481727,0.020841891906867038,0.00032588544869246295,3629,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,24,0.004563677999734364,0.023690731518427575,2.082715688525945e-05,3628,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,25,0.046534609312411775,0.029201045316924395,0.0021654698638588006,3627,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,26,0.010283712108129202,0.002896521322023229,0.00010575473472288316,3626,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,27,0.0002809606094627872,0.008510266836953736,7.893886406970084e-08,3625,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,28,0.026525609041712528,0.01969857546777599,0.0007036079350337814,3624,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,29,0.011381384675543789,0.0032825284741028935,0.000129535917132703,3623,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
chuva_mm,30,0.020344910894065305,0.014313249490359338,0.00041391539928745715,3622,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,0,0.02647129598562491,0.02363671122471437,0.0007007295111585615,3653,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,1,0.03219669168330682,0.03452473705368937,0.0010366269553499187,3652,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,2,0.04074759905701408,0.04378416297582459,0.001660366828911175,3651,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,3,0.03837089837573894,0.04681712904838702,0.0014723258421612852,3650,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,4,0.031059673468253404,0.0387515714807258,0.0009647033159545245,3649,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,5,0.028636212975703068,0.036773702483329875,0.0008200326935898247,3648,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,6,0.02245384387624248,0.02768372109521431,0.0005041751048186719,3647,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,7,0.01799124048958326,0.0226350354388132,0.00032368473435402017,3646,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,8,0.02770079377130444,0.030144463212330264,0.0007673339755603388,3645,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,9,0.03070206543438673,0.0334191165220351,0.0009426168219373644,3644,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,10,0.03261935482466493,0.036987840096712625,0.0010640223091773911,3643,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,11,0.038052471157615675,0.037136447125999575,0.001447990561201173,3642,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,12,0.035723225832760656,0.03466971107817543,0.0012761488638984182,3641,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,13,0.0349249692569083,0.035832421161000785,0.00121975347759599,3640,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,14,0.0291956248970278,0.028101515307291953,0.0008523845131279495,3639,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,15,0.033485195612970864,0.03444698959707681,0.0011212583252389232,3638,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,16,0.0397410836442079,0.04257367581483128,0.0015793537292159287,3637,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,17,0.03250672735185456,0.03824646606528862,0.0010566873231278092,3636,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,18,0.031778617008658694,0.04059081181060435,0.0010098804989830117,3635,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,19,0.03830521217675881,0.043839558914700524,0.0014672892799065113,3634,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,20,0.04328342931722071,0.04532910726412329,0.0018734552534588416,3633,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,21,0.03138947774522079,0.03461753695589617,0.000985299313117711,3632,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,22,0.040320211625459734,0.0417528401302905,0.0016257194655218583,3631,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,23,0.04529504495515512,0.04778434650281279,0.0020516410974895233,3630,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,24,0.03825551930009817,0.04273758680751329,0.0014634847569201836,3629,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,25,0.03986129580324848,0.04612690745754748,0.0015889229031140748,3628,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,26,0.02988329607312412,0.03548682665539425,0.0008930113841939955,3627,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,27,0.02992623678761047,0.036397712155847396,0.0008955796482681301,3626,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,28,0.035565590171994746,0.03853164859984796,0.0012649112042822893,3625,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,29,0.035580515349769824,0.03695153537887308,0.001265973072555206,3624,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
umidade_relativa,30,0.036944181154358095,0.040319834080888545,0.001364872521166028,3623,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,0,0.08108481983697642,0.08356030950490693,0.006574748007994925,3653,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,1,0.07900348865777453,0.06030635561326579,0.006241551220099108,3652,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,2,0.08384858588442831,0.05672074500456297,0.007030585354818351,3651,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,3,0.08266691579602131,0.05230199409948328,0.006833818967226478,3650,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,4,0.08201197578271989,0.06143737156010911,0.006725964171785434,3649,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,5,0.08842690656968014,0.061781014027788385,0.00781931780548294,3648,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,6,0.07773713878879471,0.0648502476467272,0.006043062747068331,3647,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,7,0.08358655818195851,0.06849998889391296,0.006986712708705935,3646,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,8,0.08096089636222246,0.06424049919320513,0.006554666739774527,3645,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,9,0.08103406925869082,0.06541447312342184,0.0065665203806223,3644,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,10,0.08075705440601817,0.057163932212519086,0.006521701836336579,3643,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,11,0.08698970294391685,0.0677348558634946,0.007567208418270896,3642,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,12,0.08777423371036397,0.07598448040193279,0.007704316103441595,3641,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,13,0.08675806420645944,0.07449975189636819,0.007526961704852139,3640,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,14,0.08569426387268002,0.08956907701785911,0.007343506860680512,3639,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,15,0.08109753752043569,0.07519337324175554,0.006576810591878475,3638,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,16,0.07644660234576847,0.06643560721938913,0.005844083010212053,3637,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,17,0.08135973384053583,0.06948263582074757,0.00661940629060283,3636,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,18,0.07540559569878337,0.06701531725927447,0.005686003862688377,3635,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,19,0.07291512260237319,0.06312231433809846,0.005316615104119114,3634,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
indice_calor_maximo,20,0.06679449058415535,0.05581950244059487,0.004461503972396817,3633,R² é exploratório e não implica causalidade; correlação ecológica deve ser interpretada com cautela.
